Rec,Name,Team,Positions,Rank,ADP,PlayerInfo,PTS,Projections,Link,Last,Description,Status,Year
35,Brandon Woodruff,MIL,SP,35.0,37.0,Brandon Woodruff (MIL - SP),418,12-8-0SV|3.15|1.07|10.34K9,https://www.fantasypros.com/mlb/players/brandon-woodruff.php,Woodruff,"12-8-0SV|3.15|1.07|10.34K9
Brandon Woodruff had a strange 2022 season. He only pitched 153 innings; he missed time due to a diagnosis of Raynaud's Syndrome, which affected the index, middle, and ring fingers on his pitching hand. He still struck out 190 batters and maintained a 3.05 ERA and 1.07 WHIP, but the missed time and increased average exit velocity allowed left something to be desired for fantasy managers. The 13 wins were nice, and his underlying metrics remain stellar, but he comes with a little more risk than previously.",,2023
36,Randy Arozarena,TB,"DH,OF",36.0,39.0,"Randy Arozarena (TB - DH,OF)",340,.260|81R|21HR|79RBI|30SB,https://www.fantasypros.com/mlb/players/randy-arozarena.php,Arozarena,".260|81R|21HR|79RBI|30SB
In his fourth year in the league, Randy Arozarena hit 20 HR, knocking in 89 and scoring 72 while stealing 32 bases. The steals are why he goes so early in drafts because it is certainly not his patience at the plate. The 27-year-old struck out 156 times in 586 at-bats while drawing only 46 free passes; if you believe it, these were improved numbers from 2021. His slash line declined to .263/.327/.445, though that average is misleading as his expected was .234. When he makes contact, Arozarena's elite maxEV will allow good things to happen. Fantasy managers just need to decide if they can ride out the 0-for-4 streaks.",,2023
37,Matt Olson,ATL,1B,37.0,38.0,Matt Olson (ATL - 1B),412,.256|91R|34HR|99RBI|2SB,https://www.fantasypros.com/mlb/players/matt-olson.php,Olson,".256|91R|34HR|99RBI|2SB
After signing an 8-year, $168 million contract with the Atlanta Braves, Matt Olson did his best to replace franchise icon Freddie Freeman in one of the weirder series of transactions in recent memory. The 28-year-old's numbers were lower than what fantasy managers had come to expect, losing 31 points off his batting average and dropping his OBP from .371 to .325. His K% jumped precipitously (16.8 to 24.3), while his walk rate went the other direction (13.1 to 10.7). The good news is that his expected numbers were all higher than the actuals, and he still hit 34 homers with 86 runs and 103 RBI. Olson played in all 162 games last season, continuing his career of solid durability, so fantasy managers can draft him with the expectation that his numbers will normalize in his second year in Atlanta with a good lineup around him.",,2023
38,Luis Robert Jr.,CWS,OF,38.0,46.0,Luis Robert Jr. (CWS - OF),322,.279|77R|21HR|75RBI|17SB,https://www.fantasypros.com/mlb/players/luis-robert.php,Robert Jr.,".279|77R|21HR|75RBI|17SB
Whether or not you draft Luis Robert depends entirely on how risk-averse you are to injuries. The 25-year-old set a new career high in 2022 in games played and still didn't crack 100, finishing at 98 with a variety of ailments and injuries derailing any sort of rhythm he could get. In three seasons, he only has 924 plate appearances, and fantasy managers have been left to wonder what it would look like if he got 600 appearances in one season. The tools are all there: Robert has good speed, reduced his strikeout rate in 2022, and his expected slash numbers will be helpful to fantasy squads. If you can stomach the idea of spending a high-round draft pick on an injury risk with a high ceiling, Robert could be a steal. Or he could clog your IL for two-thirds of the season. Up to you.",,2023
39,Emmanuel Clase,CLE,RP,39.0,40.0,Emmanuel Clase (CLE - RP),347,4-3-34SV|2.41|0.95|9.31K9,https://www.fantasypros.com/mlb/players/emmanuel-clase.php,Clase,"4-3-34SV|2.41|0.95|9.31K9
Emmanuel Clase led MLB with 42 saves last season, cementing his status as an elite closer and giving fantasy managers a reason to pay for saves in 2023. He pitched 72 2/3 innings, striking out 77, and maintaining a microscopic 1.36 ERA and 0.73 WHIP. He is in the 90th percentile and above in nine of 12 categories on Statcast, and even some slight regression in his overall numbers still leaves him in ""elite"" territory. Clase will turn 25 before the season and is locked into the closer role in Cleveland, making him and Edwin Diaz the clear top two at the position heading into 2023.",,2023
40,Cedric Mullins II,BAL,OF,40.0,45.0,Cedric Mullins II (BAL - OF),359,.261|86R|19HR|62RBI|34SB,https://www.fantasypros.com/mlb/players/cedric-mullins.php,Mullins II,".261|86R|19HR|62RBI|34SB
Cedric Mullins stole 30+ bases for the second consecutive year in 2022, though the power disintegrated, lowering his home total to 16 from 30. It's understandable that fantasy managers who drafted him thinking they secured a 30/30 guy were disappointed at the end of the season. The Orioles seem dedicated to giving their prospects every opportunity to succeed, which boosts Mullins's value in the runs category. But at the end of the day, fantasy managers are drafting him for his elite speed and ability to steal bases, a skill that may get even better depending on how the new baserunning rules play out.",,2023
41,Jazz Chisholm Jr.,MIA,2B,41.0,43.0,Jazz Chisholm Jr. (MIA - 2B),296,.245|79R|23HR|69RBI|28SB,https://www.fantasypros.com/mlb/players/jasrado-chisholm.php,Chisholm Jr.,".245|79R|23HR|69RBI|28SB
Jazz Chisholm gave fantasy managers a 60-game taste of his true potential in 2022 before being shelved with back and knee injuries. His numbers were greatly improved from 2021 - he took more walks and struck out less while hitting 14 homers and stealing 12 bags in the limited time frame. Chisholm should enter his age-25 season healthy, though he will probably lose SS eligibility in most formats. However, he still offers clear 20-20 potential at the shallower 2B position with the hope he will continue where he left off in 2022.",,2023
42,Corey Seager,TEX,SS,42.0,47.0,Corey Seager (TEX - SS),401,.277|85R|27HR|82RBI|3SB,https://www.fantasypros.com/mlb/players/corey-seager.php,Seager,".277|85R|27HR|82RBI|3SB
Corey Seager can hit. While most analysts thought there might be some regression after he signed his 10-year contract with Texas, Seager proved those fears unnecessary. He crushed a career-high 33 home runs while scoring 91 runs and driving in 83. One area that did prove disappointing was his .245 batting average, but this is misleading due to his extremely low .242 BABIP. While his OBP sat at .317, his xwOBA was .372, meaning that he should see a positive correction to this in 2023. The shortstop position feels deeper than in years past, but heading into his age-29 season, Seager remains at or near the top. Fantasy managers should hope he drops to the sixth or seventh round to maximize his value.",,2023
43,Kyle Schwarber,PHI,OF,43.0,42.0,Kyle Schwarber (PHI - OF),362,.235|92R|39HR|90RBI|6SB,https://www.fantasypros.com/mlb/players/kyle-schwarber.php,Schwarber,".235|92R|39HR|90RBI|6SB
Kyle Schwarber strikes out at such a large clip (29.9 K%) that it is easy to miss his dominance in other fantasy categories. In his age-29 season, he played 155 games, led the NL in home runs with 46, scored 100 runs, drove in 94, and stole 10 bases. His OBP was the second-lowest of his career at .323, but his xwOBA was .375, so hopefully, some improvement is in the cards for 2023. Schwarber batted leadoff for the vast majority of the season, but the acquisition of Trea Turner will most likely move him down in the order. It's possible they leave him in the 2-slot, especially until Bryce Harper returns, in which case he will continue to score runs and increase his RBI total. The Phillies will score in bunches, and Schwarber may have multi-position eligibility, depending on your league, which is not a bad fantasy asset to have at all as long as you can absorb the batting average.",,2023
44,Shane Bieber,CLE,SP,44.0,44.0,Shane Bieber (CLE - SP),446,13-9-0SV|3.19|1.10|9.41K9,https://www.fantasypros.com/mlb/players/shane-bieber.php,Bieber,"13-9-0SV|3.19|1.10|9.41K9
Shane Bieber traded an elite K% for an elite BB% in 2022, providing fantasy managers with a different type of ace on their pitching staff. He still struck out 198 batters in 200 innings, but his true value was in his 2.88 ERA and 1.04 WHIP. His xERA was 3.51, but his xFIP was 2.98, which is encouraging for 2023. Bieber will not dazzle you with an overpowering fastball, and he occasionally gets lit up by hard contact, but his K/BB ratio of 5.50 will provide a great floor to rely on.",,2023
45,Ozzie Albies,ATL,2B,45.0,48.0,Ozzie Albies (ATL - 2B),341,.261|78R|20HR|75RBI|16SB,https://www.fantasypros.com/mlb/players/ozhaino-albies.php,Albies,".261|78R|20HR|75RBI|16SB
Ozzie Albies played in only 64 games in 2022, losing time to a broken foot and then a broken pinkie finger. There is nothing to garner from his numbers due to the small sample size, though his injuries should be behind him heading into Spring Training. If we look at his three-year trends from the last three full seasons he played, the 25-year-old projects to be in the 20/15 range for HR and SB. His true asset, though, is his ability to score runs in a potent lineup. He will probably strike out more than we'd like and not take enough walks, but if the speed and power come back to near normal, he's one of the top second basemen on the board in a very shallow position pool.",,2023
46,J.T. Realmuto,PHI,C,46.0,33.0,J.T. Realmuto (PHI - C),302,.262|70R|20HR|75RBI|16SB,https://www.fantasypros.com/mlb/players/jt-realmuto.php,Realmuto,".262|70R|20HR|75RBI|16SB
Some fantasy managers refuse to ""pay"" for catchers in a similar way to how some refuse to ""pay"" for saves, but J.T. Realmuto is the one catcher worth the price on draft day. The 31-year-old smacked 22 home runs and stole 21 bases while slashing .276/.342/.478 for the National League Champions. His oWAR of 5.4 was eighth in the NL overall and first for catchers by a wide range, and he is in the 86th percentile in sprint speed among ALL players. The best part is that none of these numbers are outliers with expected regression. He has never played fewer than 125 games in a full season, including the six years before the arrival of the NL DH, where he got some extra at-bats on days off. He should give fantasy teams consistent production from a position where that is almost impossible to find.",,2023
47,Zack Wheeler,PHI,SP,47.0,50.0,Zack Wheeler (PHI - SP),410,13-8-0SV|3.19|1.11|9.14K9,https://www.fantasypros.com/mlb/players/zack-wheeler.php,Wheeler,"13-8-0SV|3.19|1.11|9.14K9
Zack Wheeler returned from his 2021 Cy Young runner-up campaign and defended his position as a top starting pitcher in fantasy baseball. In 153 innings, the 31-year-old struck out 163 batters and ended the campaign with a 2.82 ERA and 1.04 WHIP. The 153 innings were down from 213 1/3 in 2021, but this is actually encouraging in that the Phillies were cognizant of his usage. Wheeler will take the ball every fifth day and deliver a strikeout per inning, solid ratios, and should be a good source of wins for the defending National League Champions and your fantasy squad.",,2023
48,Josh Hader,SD,RP,48.0,52.0,Josh Hader (SD - RP),329,3-3-33SV|3.17|1.06|13.55K9,https://www.fantasypros.com/mlb/players/josh-hader.php,Hader,"3-3-33SV|3.17|1.06|13.55K9
Josh Hader may come at a discount in 2023 due to those who fixate on a stretch of outings in August 2022 or look only at his final ERA. The surface stats are much uglier than fantasy managers have been used to seeing. The 28-year-old ended with a 5.22 ERA and 1.28 WHIP, both of which are career highs by a longshot. Looking beneath that, however, shows that his xERA was 3.51 with an xFIP of 2.94. His K% and Whiff% remain in elite status, and he still walked away with 36 saves. This is still a player with Top-3 closer abilities, so fantasy managers in leagues where others shy away due to a few outings in August should draft, sit back, and enjoy.",,2023
